출하일자,주문Code1,Sku Code,상품명,박스당PCS,총수량,가로(mm),세로(mm),높이(mm),오더번호,pcs출하,B2C구분,단위부피,수량의 부피,1박스이상되는 주문_표시,index,박스번호,Rank
2023.03.07,B2C(택배),W02406,會員加入申請書1ea,40,2,225,323,5,723030607185,2,B2C,0.363375,0.72675,,2032,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030607185,1,B2C,2.2275,2.2275,,2033,,A
2023.03.07,B2C(택배),W92619,艾多美 產品型錄,30,4,10,10,10,723030607185,4,B2C,0.001,0.004,,2035,,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,1,310,110,212,723030607189,1,B2C,7.2292,7.2292,,2038,,B
2023.03.07,B2C(택배),W00971,艾多美 阿拉比卡三合一即溶咖啡,4,1,180,155,320,723030607189,1,B2C,8.927999999999999,8.927999999999999,,2041,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030607193,1,B2C,1.812096,1.812096,,2044,,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,2,310,110,212,723030607194,2,B2C,7.2292,14.4584,,2046,,B
2023.03.07,B2C(택배),W00661,艾多美 潤絲乳 1瓶,8,1,143,96,132,723030607194,1,B2C,1.812096,1.812096,,2047,,B
2023.03.07,B2C(택배),W00756,艾多美 水嫩亮白乳霜,54,1,63,63,57,723030607194,1,B2C,0.226233,0.226233,,2048,,B
2023.03.07,B2C(택배),W00755,艾多美 水嫩亮白精華液,54,1,48,50,180,723030607194,1,B2C,0.432,0.432,,2049,,A
2023.03.07,B2C(택배),W00183,艾多美 石榴美人果凍,14,1,205,70,160,723030607204,1,B2C,2.296,2.296,,2050,,A
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030607204,1,B2C,0.7865,0.7865,,2051,,B
2023.03.07,B2C(택배),W00531,艾多美 愛丹 1瓶,54,1,143,96,132,723030607208,1,B2C,1.812096,1.812096,,2052,,A
2023.03.07,B2C(택배),W00511,艾多美 牙刷(小型刷頭) 1組 (8支),30,5,245,105,48,723030607208,5,B2C,1.2348,6.1739999999999995,,2053,,B
2023.03.07,B2C(택배),W00541,艾多美 洗手乳,30,2,70,70,140,723030607208,2,B2C,0.6859999999999999,1.3719999999999999,,2054,,A
2023.03.07,B2C(택배),W00261,艾多美 BB霜 1瓶,91,2,143,96,132,723030607208,2,B2C,1.812096,3.624192,,2055,,A
2023.03.07,B2C(택배),W00801,艾多美 碗盤蔬果洗潔液,12,1,90,80,240,723030607212,1,B2C,1.728,1.728,,2057,,A
2023.03.07,B2C(택배),W00828,艾多美 濃縮洗衣粉,5,1,320,110,330,723030607212,1,B2C,11.616,11.616,,2059,,A
2023.03.07,B2C(택배),W00179,艾多美 鳳梨綜合酵素粉,48,1,161,75,116,723030607212,1,B2C,1.4006999999999998,1.4006999999999998,,2060,,B
2023.03.07,B2C(택배),W00177,艾多美 蜂膠噴霧,90,2,80,28,124,723030607212,2,B2C,0.27776,0.55552,,2062,,A
2023.03.07,B2C(택배),W00483,艾多美 月桂保濕噴霧,54,2,34,34,160,723030607218,2,B2C,0.18495999999999999,0.36991999999999997,,2063,,A
2023.03.07,B2C(택배),W00467,艾多美 Daily專家面膜-緊緻,30,1,125,40,163,723030607218,1,B2C,0.815,0.815,,2064,,B
2023.03.07,B2C(택배),W90943,艾多美 美妍膠原飲,12,5,13,7,10,723030607218,5,B2C,0.00091,0.00455,,2066,,B
2023.03.07,B2C(택배),W00681,艾多美 護髮油,63,1,50,45,215,723030607221,1,B2C,0.48374999999999996,0.48374999999999996,,2068,,B
2023.03.07,B2C(택배),W00291,艾多美 玫瑰舒緩噴霧 1瓶,54,1,143,96,132,723030607221,1,B2C,1.812096,1.812096,,2069,,A
2023.03.07,B2C(택배),W00531,艾多美 愛丹 1瓶,54,1,143,96,132,723030607221,1,B2C,1.812096,1.812096,,2070,,B
2023.03.07,B2C(택배),W00471,艾多美 溫和潔面慕斯,48,2,50,50,174,723030607221,2,B2C,0.435,0.87,,2071,,A
2023.03.07,B2C(택배),W00178,艾多美 螺旋藻膠囊 100%,80,1,60,60,121,723030607221,1,B2C,0.4356,0.4356,,2072,,A
2023.03.07,B2C(택배),W00174,艾多美 膠囊葉黃素30,84,2,41,41,84,723030607221,2,B2C,0.141204,0.282408,,2073,,B
2023.03.07,B2C(택배),W90174,艾多美 洋薊膠囊,50,1,105,65,100,723030607221,1,B2C,0.6825,0.6825,,2074,,A
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030607224,1,B2C,2.2275,2.2275,,2075,,A
2023.03.07,B2C(택배),W00777,艾多美 積雪草舒緩安瓶,60,1,45,45,115,723030607224,1,B2C,0.232875,0.232875,,2076,,B
2023.03.07,B2C(택배),W00801,艾多美 碗盤蔬果洗潔液,12,2,90,80,240,723030607224,2,B2C,1.728,3.456,,2077,,A
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,1,50,50,120,723030607224,1,B2C,0.3,0.3,,2079,,A
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,1,143,96,132,723030607230,1,B2C,1.812096,1.812096,,2080,,A
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,1,245,125,48,723030607230,1,B2C,1.47,1.47,,2081,,B
2023.03.07,B2C(택배),W00973,艾多美 阿拉比卡三合一即溶咖啡50入,12,1,170,75,172,723030607230,1,B2C,2.193,2.193,,2082,,B
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,2,190,130,95,723030607230,2,B2C,2.3465,4.693,,2083,,A
2023.03.07,B2C(택배),W90671,艾多美 泡泡染髮乳-栗子紅,48,1,115,50,145,723030607231,1,B2C,0.83375,0.83375,,2086,,B
2023.03.07,B2C(택배),W00681,艾多美 護髮油,63,1,50,45,215,723030607231,1,B2C,0.48374999999999996,0.48374999999999996,,2087,,A
2023.03.07,B2C(택배),W00190,艾多美 經典化妝水,54,1,53,54,179,723030607231,1,B2C,0.512298,0.512298,,2088,,A
2023.03.07,B2C(택배),W00196,艾多美 經典乳液,54,1,53,52,171,723030607231,1,B2C,0.471276,0.471276,,2089,,A
2023.03.07,B2C(택배),W00180,艾多美 即溶普洱茶,64,1,71,59,110,723030607234,1,B2C,0.46079,0.46079,,2090,,A
2023.03.07,B2C(택배),W00973,艾多美 阿拉比卡三合一即溶咖啡50入,12,1,170,75,172,723030607234,1,B2C,2.193,2.193,,2091,,B
2023.03.07,B2C(택배),W00311,艾多美 去角質凝膠 1瓶,60,1,143,96,132,723030607234,1,B2C,1.812096,1.812096,,2092,,A
2023.03.07,B2C(택배),W00331,艾多美 剝離式面膜 1瓶,60,1,143,96,132,723030607234,1,B2C,1.812096,1.812096,,2093,,A
2023.03.07,B2C(택배),W00321,艾多美 卸妝乳 1瓶,40,1,143,96,132,723030607234,1,B2C,1.812096,1.812096,,2094,,B
2023.03.07,B2C(택배),W90943,艾多美 美妍膠原飲,12,1,13,7,10,723030607240,1,B2C,0.00091,0.00091,,2096,,A
2023.03.07,B2C(택배),W00549,艾多美 經典保養旅行組,12,1,200,80,140,723030607240,1,B2C,2.2399999999999998,2.2399999999999998,,2097,,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,6,310,110,212,723030607244,6,B2C,7.2292,43.3752,,2099,,A
2023.03.07,B2C(택배),W90943,艾多美 美妍膠原飲,12,10,13,7,10,723030607244,10,B2C,0.00091,0.0091,,2100,,A
2023.03.07,B2C(택배),W00681,艾多美 護髮油,63,1,50,45,215,723030607250,1,B2C,0.48374999999999996,0.48374999999999996,,2101,,A
2023.03.07,B2C(택배),W00531,艾多美 愛丹 1瓶,54,1,143,96,132,723030607250,1,B2C,1.812096,1.812096,,2102,,A
2023.03.07,B2C(택배),W00554,艾多美 輕柔棉24cm,12,1,187,67,186,723030607250,1,B2C,2.330394,2.330394,,2103,,A
2023.03.07,B2C(택배),W90574,艾多美 輕柔棉18cm,24,1,115,65,139,723030607250,1,B2C,1.0390249999999999,1.0390249999999999,,2104,,B
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,2,48,23,138,723030607250,2,B2C,0.152352,0.304704,,2105,,A
2023.03.07,B2C(택배),W00289,艾多美 凝萃煥膚BB霜 No. 21,70,1,38,38,131,723030607250,1,B2C,0.189164,0.189164,,2106,,A
2023.03.07,B2C(택배),W00121,艾多美 維他命C粉,20,1,111,90,136,723030607257,1,B2C,1.3586399999999998,1.3586399999999998,,2108,,A
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030607257,1,B2C,0.7865,0.7865,,2109,,B
2023.03.07,B2C(택배),W90671,艾多美 泡泡染髮乳-栗子紅,48,4,115,50,145,723030607257,4,B2C,0.83375,3.335,,2111,,A
2023.03.07,B2C(택배),W00554,艾多美 輕柔棉24cm,12,1,187,67,186,723030607261,1,B2C,2.330394,2.330394,,2112,,B
2023.03.07,B2C(택배),W90873,艾多美 銀離子柔濕巾-20抽,15,2,250,150,130,723030607261,2,B2C,4.875,9.75,,2113,,A
2023.03.07,B2C(택배),W90943,艾多美 美妍膠原飲,12,1,13,7,10,723030607261,1,B2C,0.00091,0.00091,,2114,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030607261,1,B2C,1.812096,1.812096,,2115,,B
2023.03.07,B2C(택배),W02618,艾多美 產品介紹摺頁(10張),100,6,255,165,2,723030607261,6,B2C,0.08415,0.5049,,2116,,A
2023.03.07,B2C(택배),W00460,艾多美 水嫩潤唇膏,180,1,20,19,75,723030607261,1,B2C,0.028499999999999998,0.028499999999999998,,2117,,B
2023.03.07,B2C(택배),W90189,艾多美 玻尿酸深層卸妝濕巾,36,3,143,96,132,723030607263,3,B2C,1.812096,5.436287999999999,,2118,,B
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,2,110,65,110,723030607263,2,B2C,0.7865,1.573,,2120,,A
2023.03.07,B2C(택배),W00542,艾多美 香氛護指護手乳,28,1,65,65,170,723030607265,1,B2C,0.7182499999999999,0.7182499999999999,,2123,,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,2,310,110,212,723030607265,2,B2C,7.2292,14.4584,,2125,,A
2023.03.07,B2C(택배),W00973,艾多美 阿拉比卡三合一即溶咖啡50入,12,1,170,75,172,723030607265,1,B2C,2.193,2.193,,2126,,A
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,1,190,130,95,723030607265,1,B2C,2.3465,2.3465,,2127,,A
2023.03.07,B2C(택배),W02618,艾多美 產品介紹摺頁(10張),100,1,255,165,2,723030607265,1,B2C,0.08415,0.08415,,2128,,A
2023.03.07,B2C(택배),W00564,艾多美 輕柔棉28cm,12,1,240,74,178,723030607265,1,B2C,3.1612799999999996,3.1612799999999996,,2129,,A
2023.03.07,B2C(택배),W00291,艾多美 玫瑰舒緩噴霧 1瓶,54,1,143,96,132,723030607266,1,B2C,1.812096,1.812096,,2130,,A
2023.03.07,B2C(택배),W00756,艾多美 水嫩亮白乳霜,54,1,63,63,57,723030607266,1,B2C,0.226233,0.226233,,2132,,B
2023.03.07,B2C(택배),W00198,艾多美 經典營養霜,54,1,71,72,63,723030607269,1,B2C,0.322056,0.322056,,2134,,B
2023.03.07,B2C(택배),W00467,艾多美 Daily專家面膜-緊緻,30,1,125,40,163,723030607269,1,B2C,0.815,0.815,,2135,,B
2023.03.07,B2C(택배),W90574,艾多美 輕柔棉18cm,24,2,115,65,139,723030607269,2,B2C,1.0390249999999999,2.0780499999999997,,2137,,B
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,1,50,50,120,723030607280,1,B2C,0.3,0.3,,2139,,A
2023.03.07,B2C(택배),W00237,艾多美 凝萃煥膚 精華液,132,1,45,45,144,723030607280,1,B2C,0.29159999999999997,0.29159999999999997,,2140,,A
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,1,143,96,132,723030607283,1,B2C,1.812096,1.812096,,2143,,A
2023.03.07,B2C(택배),W00973,艾多美 阿拉比卡三合一即溶咖啡50入,12,1,170,75,172,723030607283,1,B2C,2.193,2.193,,2145,,B
2023.03.07,B2C(택배),W00554,艾多美 輕柔棉24cm,12,1,187,67,186,723030607283,1,B2C,2.330394,2.330394,,2146,,A
2023.03.07,B2C(택배),W90574,艾多美 輕柔棉18cm,24,1,115,65,139,723030607283,1,B2C,1.0390249999999999,1.0390249999999999,,2147,,B
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030607283,1,B2C,0.7865,0.7865,,2148,,A
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,1,143,96,132,723030607283,1,B2C,1.812096,1.812096,,2149,,A
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,1,48,23,138,723030607285,1,B2C,0.152352,0.152352,,2151,,B
2023.03.07,B2C(택배),W00541,艾多美 洗手乳,30,1,70,70,140,723030607285,1,B2C,0.6859999999999999,0.6859999999999999,,2152,,A
2023.03.07,B2C(택배),W00694,艾多美 凝萃煥髮洗髮乳,8,1,75,75,215,723030607290,1,B2C,1.2093749999999999,1.2093749999999999,,2155,,B
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030607290,1,B2C,0.7865,0.7865,,2156,,A
2023.03.07,B2C(택배),W00217,艾多美 凝萃煥膚 化妝水,42,1,55,55,187,723030607290,1,B2C,0.5656749999999999,0.5656749999999999,,2158,,A
2023.03.07,B2C(택배),W00190,艾多美 經典化妝水,54,3,53,54,179,723030607291,3,B2C,0.512298,1.5368940000000002,,2159,,B
2023.03.07,B2C(택배),W00666,艾多美 蛋白修護洗髮乳,28,1,68,68,200,723030607291,1,B2C,0.9248,0.9248,,2162,,A
2023.03.07,B2C(택배),W00681,艾多美 護髮油,63,1,50,45,215,723030607291,1,B2C,0.48374999999999996,0.48374999999999996,,2163,,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,4,310,110,212,723030607292,4,B2C,7.2292,28.9168,**,2165,1.0,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,1,245,125,48,723030607299,1,B2C,1.47,1.47,,2168,,B
2023.03.07,B2C(택배),W00521,艾多美 蜂膠牙膏50g 1組(4條),60,1,100,30,170,723030607299,1,B2C,0.51,0.51,,2169,,B
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030607299,1,B2C,1.812096,1.812096,,2171,,B
2023.03.07,B2C(택배),W00681,艾多美 護髮油,63,1,50,45,215,723030607299,1,B2C,0.48374999999999996,0.48374999999999996,,2172,,A
2023.03.07,B2C(택배),W00531,艾多美 愛丹 1瓶,54,2,143,96,132,723030607299,2,B2C,1.812096,3.624192,,2173,,B
2023.03.07,B2C(택배),W90671,艾多美 泡泡染髮乳-栗子紅,48,1,115,50,145,723030607301,1,B2C,0.83375,0.83375,,2175,,B
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030607303,1,B2C,1.812096,1.812096,,2178,,B
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,1,50,50,120,723030607303,1,B2C,0.3,0.3,,2180,,B
2023.03.07,B2C(택배),W90946,艾多美 苦瓜萃取複方膠囊,94,4,70,53,115,723030607306,4,B2C,0.42665,1.7066,,2181,,B
2023.03.07,B2C(택배),W00691,艾多美 頭皮舒爽洗髮露,6,1,72,72,195,723030607306,1,B2C,1.01088,1.01088,,2182,,B
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,1,143,96,132,723030607311,1,B2C,1.812096,1.812096,,2184,,B
2023.03.07,B2C(택배),W00601,艾多美 洗髮乳 1瓶,8,3,143,96,132,723030607312,3,B2C,1.812096,5.436287999999999,,2188,,A
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,3,143,96,132,723030607312,3,B2C,1.812096,5.436287999999999,,2189,,A
2023.03.07,B2C(택배),W00681,艾多美 護髮油,63,1,50,45,215,723030607314,1,B2C,0.48374999999999996,0.48374999999999996,,2190,,A
2023.03.07,B2C(택배),W00661,艾多美 潤絲乳 1瓶,8,1,143,96,132,723030607314,1,B2C,1.812096,1.812096,,2191,,A
2023.03.07,B2C(택배),W00694,艾多美 凝萃煥髮洗髮乳,8,1,75,75,215,723030607314,1,B2C,1.2093749999999999,1.2093749999999999,,2192,,B
2023.03.07,B2C(택배),W01404,艾多美 氣墊粉底 NO.21 SPF50+ PA+++,64,1,78,79,49,723030607316,1,B2C,0.301938,0.301938,,2193,,A
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,2,110,65,110,723030607316,2,B2C,0.7865,1.573,,2194,,B
2023.03.07,B2C(택배),W00289,艾多美 凝萃煥膚BB霜 No. 21,70,1,38,38,131,723030607316,1,B2C,0.189164,0.189164,,2195,,A
2023.03.07,B2C(택배),W00971,艾多美 阿拉比卡三合一即溶咖啡,4,1,180,155,320,723030607317,1,B2C,8.927999999999999,8.927999999999999,,2196,,B
2023.03.07,B2C(택배),W00554,艾多美 輕柔棉24cm,12,1,187,67,186,723030607317,1,B2C,2.330394,2.330394,,2197,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030607317,1,B2C,2.2275,2.2275,,2198,,B
2023.03.07,B2C(택배),W90824,艾多美 PTFE薄膜口罩 無鼻樑條款(L)-尊王藍,60,1,215,110,52,723030607318,1,B2C,1.2298,1.2298,,2200,,A
2023.03.07,B2C(택배),W90174,艾多美 洋薊膠囊,50,1,105,65,100,723030607318,1,B2C,0.6825,0.6825,,2201,,B
2023.03.07,B2C(택배),W00331,艾多美 剝離式面膜 1瓶,60,2,143,96,132,723030607320,2,B2C,1.812096,3.624192,,2202,,B
2023.03.07,B2C(택배),W00321,艾多美 卸妝乳 1瓶,40,2,143,96,132,723030607320,2,B2C,1.812096,3.624192,,2204,,A
2023.03.07,B2C(택배),W00247,艾多美 凝萃煥膚 乳液,42,1,55,55,187,723030607320,1,B2C,0.5656749999999999,0.5656749999999999,,2205,,A
2023.03.07,B2C(택배),W00746,艾多美 魅力紳士化妝水,48,1,60,39,142,723030607327,1,B2C,0.33227999999999996,0.33227999999999996,,2206,,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,1,310,110,212,723030607327,1,B2C,7.2292,7.2292,,2207,,B
2023.03.07,B2C(택배),W00529,艾多美 男士全效控油洗面乳,40,1,54,62,166,723030607327,1,B2C,0.5557679999999999,0.5557679999999999,,2208,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030607339,1,B2C,2.2275,2.2275,,2210,,B
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030607339,1,B2C,0.7865,0.7865,,2211,,A
2023.03.07,B2C(택배),W00174,艾多美 膠囊葉黃素30,84,1,41,41,84,723030607340,1,B2C,0.141204,0.141204,,2213,,A
2023.03.07,B2C(택배),W90801,艾多美 萬用除濕袋,24,2,350,80,200,723030607343,2,B2C,5.6,11.2,,2214,,B
2023.03.07,B2C(택배),W00196,艾多美 經典乳液,54,2,53,52,171,723030607343,2,B2C,0.471276,0.942552,,2217,,B
2023.03.07,B2C(택배),W00121,艾多美 維他命C粉,20,1,111,90,136,723030607345,1,B2C,1.3586399999999998,1.3586399999999998,,2218,,B
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,1,67,67,121,723030607345,1,B2C,0.543169,0.543169,,2219,,B
2023.03.07,B2C(택배),W00109,艾多美 海藻鈣片,40,1,60,60,115,723030607345,1,B2C,0.414,0.414,,2220,,B
2023.03.07,B2C(택배),W00174,艾多美 膠囊葉黃素30,84,1,41,41,84,723030607345,1,B2C,0.141204,0.141204,,2221,,B
2023.03.07,B2C(택배),W00173,艾多美 葉黃素膠囊,108,1,55,55,110,723030607347,1,B2C,0.33275,0.33275,,2222,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030607347,1,B2C,1.812096,1.812096,,2223,,B
2023.03.07,B2C(택배),W00321,艾多美 卸妝乳 1瓶,40,2,143,96,132,723030607348,2,B2C,1.812096,3.624192,,2224,,B
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,2,143,96,132,723030607348,2,B2C,1.812096,3.624192,,2225,,B
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,2,50,50,120,723030607348,2,B2C,0.3,0.6,,2226,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030607350,1,B2C,2.2275,2.2275,,2227,,B
2023.03.07,B2C(택배),W00861,艾多美 濃縮衣物洗潔液,6,3,192,132,312,723030607350,3,B2C,7.907328,23.721984,,2228,,A
2023.03.07,B2C(택배),W00179,艾多美 鳳梨綜合酵素粉,48,1,161,75,116,723030607356,1,B2C,1.4006999999999998,1.4006999999999998,**,2229,1.0,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,4,310,110,212,723030607356,4,B2C,7.2292,28.9168,**,2230,1.0,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,6,310,110,212,723030607356,6,B2C,7.2292,43.3752,**,2231,2.0,A
2023.03.07,B2C(택배),W00681,艾多美 護髮油,63,1,50,45,215,723030607358,1,B2C,0.48374999999999996,0.48374999999999996,,2232,,B
2023.03.07,B2C(택배),W00281,艾多美 防曬霜(裸膚) 1瓶,70,1,143,96,132,723030607358,1,B2C,1.812096,1.812096,,2234,,A
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,3,143,96,132,723030607358,3,B2C,1.812096,5.436287999999999,,2235,,B
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,2,48,23,138,723030607358,2,B2C,0.152352,0.304704,,2236,,A
2023.03.07,B2C(택배),W00776,艾多美 積雪草舒緩化妝水,54,1,47,47,160,723030607358,1,B2C,0.35344,0.35344,,2237,,B
2023.03.07,B2C(택배),W00801,艾多美 碗盤蔬果洗潔液,12,1,90,80,240,723030607362,1,B2C,1.728,1.728,,2242,,A
2023.03.07,B2C(택배),W00554,艾多美 輕柔棉24cm,12,2,187,67,186,723030607362,2,B2C,2.330394,4.660788,,2243,,B
2023.03.07,B2C(택배),W90574,艾多美 輕柔棉18cm,24,3,115,65,139,723030607362,3,B2C,1.0390249999999999,3.117075,,2244,,A
2023.03.07,B2C(택배),W90873,艾多美 銀離子柔濕巾-20抽,15,1,250,150,130,723030607362,1,B2C,4.875,4.875,,2245,,A
2023.03.07,B2C(택배),W00121,艾多美 維他命C粉,20,1,111,90,136,723030607363,1,B2C,1.3586399999999998,1.3586399999999998,,2246,,A
2023.03.07,B2C(택배),W90943,艾多美 美妍膠原飲,12,5,13,7,10,723030607363,5,B2C,0.00091,0.00455,,2247,,A
2023.03.07,B2C(택배),W00121,艾多美 維他命C粉,20,1,111,90,136,723030607372,1,B2C,1.3586399999999998,1.3586399999999998,**,2248,1.0,B
2023.03.07,B2C(택배),W90189,艾多美 玻尿酸深層卸妝濕巾,36,15,143,96,132,723030607372,15,B2C,1.812096,27.18144,**,2249,1.0,A
2023.03.07,B2C(택배),W90879,艾多美 隨行袖珍包,16,2,220,70,180,723030607372,2,B2C,2.772,5.544,**,2251,1.0,A
2023.03.07,B2C(택배),W00828,艾多美 濃縮洗衣粉,5,3,320,110,330,723030607372,3,B2C,11.616,34.848,**,2252,2.0,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,3,310,110,212,723030607372,3,B2C,7.2292,21.6876,**,2253,3.0,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,2,143,96,132,723030607374,2,B2C,1.812096,3.624192,,2255,,B
2023.03.07,B2C(택배),W00321,艾多美 卸妝乳 1瓶,40,2,143,96,132,723030607374,2,B2C,1.812096,3.624192,,2256,,B
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030607377,1,B2C,1.812096,1.812096,,2257,,B
2023.03.07,B2C(택배),W00217,艾多美 凝萃煥膚 化妝水,42,1,55,55,187,723030607377,1,B2C,0.5656749999999999,0.5656749999999999,,2260,,B
2023.03.07,B2C(택배),W00465,艾多美 Daily專家面膜-保濕,30,1,125,40,163,723030607377,1,B2C,0.815,0.815,,2261,,A
2023.03.07,B2C(택배),W00554,艾多美 輕柔棉24cm,12,1,187,67,186,723030607387,1,B2C,2.330394,2.330394,,2264,,A
2023.03.07,B2C(택배),W00179,艾多美 鳳梨綜合酵素粉,48,1,161,75,116,723030607387,1,B2C,1.4006999999999998,1.4006999999999998,,2268,,B
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,1,67,67,121,723030607389,1,B2C,0.543169,0.543169,,2269,,A
2023.03.07,B2C(택배),W00109,艾多美 海藻鈣片,40,1,60,60,115,723030607389,1,B2C,0.414,0.414,,2270,,B
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,2,67,67,121,723030607394,2,B2C,0.543169,1.086338,,2271,,B
2023.03.07,B2C(택배),W00173,艾多美 葉黃素膠囊,108,2,55,55,110,723030607394,2,B2C,0.33275,0.6655,,2272,,B
2023.03.07,B2C(택배),W00521,艾多美 蜂膠牙膏50g 1組(4條),60,2,100,30,170,723030607394,2,B2C,0.51,1.02,,2273,,B
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,2,48,23,138,723030607397,2,B2C,0.152352,0.304704,,2274,,B
2023.03.07,B2C(택배),W00266,艾多美 珠光隔離乳,70,1,38,38,130,723030607401,1,B2C,0.18772,0.18772,,2277,,A
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,2,50,50,120,723030607401,2,B2C,0.3,0.6,,2278,,B
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030607415,1,B2C,1.812096,1.812096,,2281,,A
2023.03.07,B2C(택배),W00531,艾多美 愛丹 1瓶,54,1,143,96,132,723030607415,1,B2C,1.812096,1.812096,,2282,,B
2023.03.07,B2C(택배),W00474,艾多美 柔護寶貝洗髮沐浴露,28,1,65,65,175,723030607415,1,B2C,0.739375,0.739375,,2283,,A
2023.03.07,B2C(택배),W00481,艾多美 溫和卸妝水,35,1,70,70,160,723030607415,1,B2C,0.7839999999999999,0.7839999999999999,,2284,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,2,143,96,132,723030607416,2,B2C,1.812096,3.624192,,2287,,A
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,2,143,96,132,723030607422,2,B2C,1.812096,3.624192,,2288,,B
2023.03.07,B2C(택배),W90673,艾多美 泡泡染髮乳-自然黑,48,1,115,50,145,723030607422,1,B2C,0.83375,0.83375,,2289,,A
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030607429,1,B2C,1.812096,1.812096,,2293,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030607431,1,B2C,2.2275,2.2275,,2295,,B
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030607431,1,B2C,0.7865,0.7865,,2296,,B
